GISJOIN,total,link_title,link,link_des,smart,manual_check,notes
G51038424,1,['HOPEWELL POLICE DEPARTMENT'],['https://hopewellva.gov/wp-content/uploads/2020/12/HPDstrategicplan2020-FINAL.pdf'],['subject matter experts on Smart City communications and technologies. • In conjunction with City of Hopewell agencies evaluate the suitability of Next\xa0...'],1,0,Police mentions
G51044984,1,['Eastern Gateway District Small Area Plan (Town Plan Chapter 12)'],['https://www.leesburgva.gov/home/showpublisheddocument/33264/637206625823370000'],"['Mar 10, 2020 ... emerging transportation technologies and “smart city” technologies. Architectural Design. Throughout the process of developing the Eastern\xa0...']",1,0,Offhand mention
G51047672,1,['Information Technology'],['https://www.lynchburgva.gov/sites/default/files/COLFILES/Information-Technology/Strategic%20Plan%20FY2022-2024_FINAL_BK.pdf'],['Smart City capacity sensors with cellular notification for trash receptacles. □ Emergency event simulations with Crisis Trak for damage assessment.'],1,1,Staegic plan mentions smartcity
G51056000,6,"['Public-Private Partnerships: Investment for a Smart City | Newport ...', 'Smart Cities | Newport News, VA - Official Website', 'The Future of Public Safety | Newport News, VA - Official Website', 'breakout Emergency Management', 'City of Newport News - Department of Public Works', 'Blog • Newport News, VA • CivicEngage']","['https://www.nnva.gov/2351/Public-Private-Partnerships', 'https://www.nnva.gov/2345/Smart-Cities', 'https://www.nnva.gov/2352/Public-Safety', 'https://www.nnva.gov/DocumentCenter/View/16664', 'https://www.nnva.gov/DocumentCenter/View/4477/Strategic-Management-Plan-PDF?bidId=', 'https://www.nnva.gov/Blog.aspx?ARC=L&What=1&CC=0&From=']","['The group discussed successful P3 deployments including the how and why to effectively solicit private capital interest in smart city technology,\xa0...', 'Newport News Furthers Smart City Initiatives with Readiness Workshop. This workshop is about sharing ideas, concepts and solutions to take this region to\xa0...', 'Approximately 45 people attended the Public Safety Breakout session. Focus centered on topics previously identified in the Smart City Initiative Feasibility\xa0...', 'The group discussed successful. P3 deployments including the. “how and why” to effectively solicit private capital interest in smart city technology, successful.', ""the City's Smart City initiative. Develop a culture that supports aspiring leaders. Recruit and retain employees with qualities and skills that."", 'Item Graphic, City Manager Participates in International Smart City Symposium. 9/16/2016 8:17 AM, N/A. Item Graphic, September is Library Card Sign-Up Month\xa0...']",1,1,Active investments in smartcity tech
G51057000,5,"['Focus Area Three | City of Norfolk, Virginia - Official Website', 'Focus Area Two | City of Norfolk, Virginia - Official Website', 'Goal 1: Design the Coastal Community of the Future | City of Norfolk ...', 'Untitled', 'FINANCIAL REPORT']","['https://www.norfolk.gov/3985/IT-Focus-Area-Three', 'https://www.norfolk.gov/3983/IT-Focus-Area-Two', 'https://www.norfolk.gov/4444/Goal-1-Design-the-Coastal-Community-of-t', 'https://www.norfolk.gov/DocumentCenter/View/56598/Experience-Norfolk-2019?bidId=', 'https://www.norfolk.gov/DocumentCenter/View/63978/2020-Annual-Comprehensive-Financial-Report-PDF']","['A Smart City is a city that brings digital information and the internet of things to all aspects of daily and business life. ... A Smart Norfolk will:.', 'Smart City Readiness Challenge. In 2017, the Smart Cities Council announced that the Commonwealth of Virginia was one of five national winners of its 2018\xa0...', 'The GCTC is a collaborative network of project teams working on groundbreaking applications of Internet of Things ( IoT ) technologies within the smart city/\xa0...', 'One parcel in Harbor Park will be redeveloped as a pop-up park to give residents another opportunity to enjoy the downtown waterfront. Smart City Sensors. The\xa0...', ""May 1, 2022 ... Norfolk is a Smart City. The Resilience Office is working with the City's Right of Way and Public Works Department to.""]",1,1,Active investments in smartcity tech
G51064000,7,"['Portsmouth Economic Development', 'Portsmouth Building Broadband Fiber Network Construction begins ...', 'TO: All Concerned Parties FROM: Department of Planning, City of ...', 'D2 Rezoning and Innovation Overlay District', 'D2 Uptown Rezoning and Innovation Overlay District | Portsmouth, VA', 'Untitled', 'Untitled']","['https://www.portsmouthva.gov/714/Economic-Development', 'https://www.portsmouthva.gov/DocumentCenter/View/4617/Portsmouth-Developing-Community-Broadband-Network', 'https://www.portsmouthva.gov/DocumentCenter/View/9076/D2-Innovation-Overlay-District-Briefing?bidId=', 'https://www.portsmouthva.gov/DocumentCenter/View/9342/City-Council-D2-Rezoning-Presentation-Nov-10-2020', 'https://www.portsmouthva.gov/2175/Innovation-District', 'https://www.portsmouthva.gov/DocumentCenter/View/8134/FY-2021-Proposed-Budget-Tabs', 'https://www.portsmouthva.gov/DocumentCenter/View/9393/20-296e-Public-hearing']","['Portsmouth is well-connected to the area, as well as online. Portsmouth is a Smart City and has a fiber optic ring in place to receive high-speed internet via a\xa0...', 'Apr 13, 2018 ... new initiatives, one being that the organization would take strides to become a smart city. Implementing a fiber design master plan,\xa0...', ""Connection to City's future fiber optic ring providing opportunities to deploy Smart City concepts. ➢ Linkage to future wind energy investment projects by\xa0..."", 'Nov 10, 2020 ... ➢Smart City with future fiber ring. ➢Location proximity to Downtown. ➢Location proximity to local and regional ports.', ""... Connection to City's future fiber optic ring providing opportunities to deploy Smart City concepts; Linkage to future wind energy investment projects by\xa0..."", 'Mar 23, 2020 ... Portsmouth embraces the continuation of smart city initiatives; these initiatives will support smart decisions fostered by analytical data.', 'Nov 5, 2020 ... fiber optic ring, which would provide opportunities to deploy Smart City concepts in this area through significantly higher broadband\xa0...']",1,1,Self declared smartcity
G51082000,7,"['Virginia Beach Wins 2018 IDC Smart Cities North America Award ...', 'IT Career Opportunities :: VBgov.com - City of Virginia Beach', 'Regional Approach to Flooding and Sea Level Rise Earns Smart 50 ...', 'Voice-Activated Access to Virginia Beach Information is Here ...', ""City's CIO Peter Wallace Named Among Top 25 Doers, Dreamers ..."", 'City of Virginia Beach Flood Protection Program Implementation ...', 'Introduction Technology Trends']","['https://www.vbgov.com/news/pages/selected.aspx?release=3805&title=virginia+beach+wins+2018+idc+smart+cities+north+america+award', 'https://www.vbgov.com/government/departments/communications-info-tech/Pages/IT-Career-Opportunities.aspx', 'https://www.vbgov.com/news/pages/selected.aspx?release=3729&title=regional+approach+to+flooding+and+sea+level+rise+earns+smart+50+award', 'https://www.vbgov.com/news/pages/selected.aspx?release=3995&title=voice-activated+access+to+virginia+beach+information+is+here', 'https://www.vbgov.com/news/pages/selected.aspx?release=5760&title=city%E2%80%99s+cio+peter+wallace+named+among+top+25+doers,+dreamers+and+drivers+of+2022+by+government+technology+magazine', 'https://www.vbgov.com/government/departments/public-works/flood-protection-program/Documents/2-22-22%20City%20Council%20FPP%20Implementation%20Plan%20Presentation%20with%20Communications%20Strategy.pdf', 'https://www.vbgov.com/government/departments/communications-info-tech/Documents/Master%20Technology%20Plan/Gartner-Chapter2.pdf']","['May 18, 2018 ... Almost 3,000 public votes were cast to identify winners in 14 smart city categories such as transportation infrastructure, emergency management,\xa0...', ""Having the right technology and infrastructure in place are critical components of our smart city strategy. The IT Department is expanding the City's\xa0..."", 'Mar 28, 2018 ... We are making a concerted effort to introduce smart city solutions that will benefit our citizens collectively,"" said Peter Wallace,\xa0...', ""Sep 25, 2018 ... Enabling this access to VB Connect aligns with Virginia Beach's smart city strategy which leverages innovative technology to enhance quality\xa0..."", ""Mar 31, 2022 ... Wallace's big-picture insights influence a broad portfolio of initiatives which include smart city, digital equity, regional broadband,\xa0..."", 'Feb 22, 2022 ... Smart city. ▫ Sustainability. ▫ Educational/university. ▫ Opportunistic Interviews. Paid Media. ▫ Ad buys, Mailers.', 'Trend 7: No one-size-fits-all for Smart City. Each city sets its own unique priorities on social, environmental and economic drivers, making technology\xa0...']",1,1,awarded for smart city
G51086720,2,"['New innovative drone technology to be tested | City of Winchester', 'Rouss Review | City of Winchester']","['https://www.winchesterva.gov/new-innovative-drone-technology-be-tested', 'https://www.winchesterva.gov/rouss-review']","['Sep 15, 2021 ... Smart City Technology Program: The City of Winchester is one of several localities in the Commonwealth that has been approached by the CIT to\xa0...', ""Podcast Transcripts ; September 13, 2021, City's Drone & Smart City Programs, Scott Kensinger, Emergency Management Coordinator ; August 23, 2021, Social Services\xa0...""]",1,1,Participating in smartcity challenge
G53001990,1,"['Archive Center - Anacortes, WA']",['https://www.anacorteswa.gov/Archive/51'],"['May 26, 2017 - 2017 Smart City Award (PDF) · May 22, 2017 - Mayor Bud Strom Flag Lowering (PDF) · May 19, 2017 - Heart Lake Road Closure (PDF).']",1,0,Town archive
G53005210,43,"['Smart City | City of Bellevue', 'CITY OF BELLEVUE - Smart Mobility Plan', 'Information Technology | City of Bellevue', 'Council Roundup: Grand Connection planning advances | City of ...', 'About | City of Bellevue', 'High-Quality Built and Natural Environment | City of Bellevue', 'Doing Business with IT | City of Bellevue', 'IT Strategy | City of Bellevue', 'Bellevue named Digital Cities Survey winner | City of Bellevue', 'Unmanned Aerial Systems Testing | City of Bellevue', 'Transportation Performance | City of Bellevue', 'Enterprise Technology Strategic Plan 2018-2022', 'Services | City of Bellevue', 'Utilities | City of Bellevue', ""City Manager's Office | City of Bellevue"", 'Finance & Asset Management | City of Bellevue', ""City Attorney's Office | City of Bellevue"", 'Development Services | City of Bellevue', ""City Clerk's Office | City of Bellevue"", 'Human Resources | City of Bellevue', 'Transportation | City of Bellevue', 'Fire | City of Bellevue', 'Parks & Community Services | City of Bellevue', 'Community Development | City of Bellevue', 'Police | City of Bellevue', 'Bellevue City Council 3-year Priorities 2021-2023', 'Technology for Safety and Traffic Management | City of Bellevue', 'Department Information Introduction', 'Bellevue City Council 2021-2023 Vision & Priorities', 'city of bellevue - 2021-2022 adopted budget executive summary', 'Sitemap | City of Bellevue', '1 Attachment A-1 SCOPE OF WORK Bellevue Vision Zero Action ...', 'October 2018', 'A Results-Oriented City', '2019-2025 Preliminary Capital Investment Program Plan', 'CITY OF BELLEVUE', 'Bellevue Parks & Open Space System Plan 2022', 'city of bellevue - 2021-2022 preliminary budget', 'UTILITIES', 'Bellevue Bellevue', '2017-2023 Capital Investment Program Plan Overview and ...', 'City of Bellevue - Economic Development Plan', 'ENVIRONMENTAL STEWARDSHIP PLAN']","['https://bellevuewa.gov/city-government/departments/ITD/smartcity', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/smart-mobility-plan-2018.pdf', 'https://bellevuewa.gov/city-government/departments/ITD', 'https://bellevuewa.gov/city-news/council-roundup-grand-connection-planning-advances', 'https://bellevuewa.gov/city-government/departments/ITD/about', 'https://bellevuewa.gov/city-government/city-council/council-vision/high-quality-built-and-natural-environment', 'https://bellevuewa.gov/city-government/departments/ITD/doing-business-with-it', 'https://bellevuewa.gov/city-government/departments/ITD/strategy', 'https://bellevuewa.gov/city-news/bellevue-named-digital-cities-survey-winner', 'https://bellevuewa.gov/city-government/departments/city-managers-office/unmanned-aerial-systems-testing', 'https://bellevuewa.gov/city-government/departments/finance/budget-and-performance/performance-reporting-portal/transportation-performance', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/Enterprise%20Tech%20Strat%20Plan%202018.pdf', 'https://bellevuewa.gov/city-government/departments/ITD/services', 'https://bellevuewa.gov/city-government/departments/utilities', 'https://bellevuewa.gov/city-government/departments/city-managers-office', 'https://bellevuewa.gov/city-government/departments/finance', 'https://bellevuewa.gov/city-government/departments/city-attorneys-office', 'https://bellevuewa.gov/city-government/departments/development', 'https://bellevuewa.gov/city-government/departments/city-clerks-office', 'https://bellevuewa.gov/city-government/departments/human-resources', 'https://bellevuewa.gov/city-government/departments/transportation', 'https://bellevuewa.gov/city-government/departments/fire', 'https://bellevuewa.gov/city-government/departments/parks', 'https://bellevuewa.gov/city-government/departments/community-development', 'https://bellevuewa.gov/city-government/departments/police', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/2021/Council-Priorities-2021-23.pdf', 'https://bellevuewa.gov/city-government/departments/transportation/projects/transportation-levy-projects/technology-for-safety-and-traffic-management', 'https://bellevuewa.gov/UserFiles/Servers/Server_4779004/File/Finance/Current%20Budget%20Documents/2019-20_PrelimDepartmentInformation.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/2021/Council-Vision-Priorities-2021.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/2021/2021-2022%20Executive%20Summary.pdf', 'https://bellevuewa.gov/sitemap', 'https://bellevuewa.gov/UserFiles/Servers/Server_4779004/File/Transportation/Publications/vision-zero-action-plan-scope-of-work-092418.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/It%27s%20Your%20City%2010-18.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/2016_Annual_Perf_Rpt.pdf', 'https://bellevuewa.gov/UserFiles/Servers/Server_4779004/File/Finance/Current%20Budget%20Documents/2019-20_PrelimCIP.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/hsc-minutes-2-6-18-approved.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/2022/ParksPlan_Draft_2022-02-03_withMaps.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/2020/21-22%20Prelim%20Budget%20Book%20-%20Updated.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/07_Utilities_FINAL_20150807.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/JUNE_2014_IYC_web.pdf', 'https://bellevuewa.gov/UserFiles/Servers/Server_4779004/File/Finance/Current%20Budget%20Documents/2017-18_CIP.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/2020/Bellevue%20Economic%20Development%20Plan%20%28Full%20File%2C%20Adopted%2011-2-2020%29.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/2020/Bellevue%20Enviornmental%20Stewardship%20Plan_Adopted.pdf']","['5 days ago ... Bellevue is a smart city, with a clean, high-quality environment and excellent, reliable infrastructure that includes high-tech connectivity\xa0...', ""plan and Bellevue's overall Smart City goals. PREVIEW INTO THE FUTURE. The advent of ACES will transform transportation in Bellevue. In Washington."", 'Sep 2, 2022 ... ... to achieve the Council Vision embedded in the Smart Bellevue Plan. ... Bellevue is a smart city, with a clean, high-quality environment\xa0...', 'May 20, 2021 ... Plus, update on Smart City plan and new funds from business community for human services and more On Monday, the City Council was presented\xa0...', '5 days ago ... ... Bellevue was awarded a NIST Grant in 2016 to develop a citywide Smart City Dashboard, initially focused on smart water.', 'Bellevue is a “Smart City” with a clean, high-quality environment and excellent and reliable infrastructure that supports our vibrant and growing city,\xa0...', '5 days ago ... Affordable Connectivity Program · Cable Television · Maps and GIS · Public Wi-Fi · Smart City. Doing Business with IT\xa0...', 'Sep 15, 2022 ... Affordable Connectivity Program · Cable Television · Maps and GIS · Public Wi-Fi · Smart City. IT Strategy. strat plan image\xa0...', 'Nov 9, 2017 ... Developing a smart city plan that will help shape government services and investments for the next six years.', 'As a smart city, Bellevue is committed to assessing the latest technology tools and tactics to better serve the community. The UAS assessment concluded that\xa0...', 'Sep 15, 2022 ... Goal 3: Actively promote and support implementation of the Smart City Strategy, including advanced transportation technology and autonomous,\xa0...', '“Bellevue is a Smart City with a clean, high-quality environment and excellent and reliable infrastructure that supports our vibrant.', 'Sep 20, 2022 ... Affordable Connectivity Program · Cable Television · Maps and GIS · Public Wi-Fi · Smart City. Services. ITD is a centralized technology\xa0...', 'Sep 2, 2022 ... About · Doing Business with IT · IT Strategy · Services · Smart City · Parks & Community Services · Parks and Trails · Sports and Athletics\xa0...', 'Sep 15, 2022 ... Departments · About · Doing Business with IT · IT Strategy · Services · Smart City.', 'Sep 15, 2022 ... About · Doing Business with IT · IT Strategy · Services · Smart City · Parks & Community Services · Parks and Trails · Sports and Athletics\xa0...', '5 days ago ... About · Doing Business with IT · IT Strategy · Services · Smart City · Parks & Community Services · Parks and Trails · Sports and Athletics\xa0...', 'Sep 15, 2022 ... About · Doing Business with IT · IT Strategy · Services · Smart City · Parks & Community Services · Parks and Trails · Sports and Athletics\xa0...', 'Sep 17, 2022 ... About · Doing Business with IT · IT Strategy · Services · Smart City · Parks & Community Services · Parks and Trails · Sports and Athletics\xa0...', '2 days ago ... Departments · About · Doing Business with IT · IT Strategy · Services · Smart City.', '2 days ago ... About · Doing Business with IT · IT Strategy · Services · Smart City · Parks & Community Services · Parks and Trails · Sports and Athletics\xa0...', 'Sep 1, 2022 ... About · Doing Business with IT · IT Strategy · Services · Smart City · Parks & Community Services · Parks and Trails · Sports and Athletics\xa0...', 'Sep 17, 2022 ... About · Doing Business with IT · IT Strategy · Services · Smart City · Parks & Community Services · Parks and Trails · Sports and Athletics\xa0...', 'Sep 6, 2022 ... About · Doing Business with IT · IT Strategy · Services · Smart City · Parks & Community Services · Parks and Trails · Sports and Athletics\xa0...', 'Sep 20, 2022 ... About · Doing Business with IT · IT Strategy · Services · Smart City · Parks & Community Services · Parks and Trails · Sports and Athletics\xa0...', 'Advance implementation of the Smart City Strategy, including advanced transportation technology and autonomous, connected, electric and shared.', '... improves operations of the traffic signal system and enables traffic data collection systems, traffic camera systems, and smart city projects.', ""Advance implementation of the Smart City Strategy, including ... Smart Bellevue Sustainability MVP for Bellevue City Hall's participation and leadership in\xa0..."", 'Bellevue is a “Smart City” with a clean, high-quality environment and excellent and reliable infrastructure that supports our vibrant and growing city,\xa0...', 'Smart City Strategy. Environmental Stewardship. Bellevue: Great Places. Where You Want to Be. Grand Connection – Early. Implementation. Regional Leadership.', 'Smart City · Parks & Community Services · Parks and Trails · Parks · Ardmore Park · Ashwood Playfield · Bannerwood Sports Park · Beach Parks with Lifeguards.', ""Sep 24, 2018 ... position of road safety sophistication (see Open Data Nation's The Smart City Evolution: A Roadmap for · Vision Zero)."", ""Records 425 - 452 ... 'Smart City' accomplishments. On July 9, the council was briefed on the substantial progress made in implementing."", 'Sep 26, 2016 ... Develop a “smart city” strategy that will guide city ... We launched the Urban Smart Bellevue initiative in conjunction with PSE to engage\xa0...', 'Smart City Connectivity amongst others. A complete list of these programs is included in the chart below. Council Vision Priority Projects in Addition to\xa0...', 'Mar 6, 2018 ... Bellevue is a Vision Zero city and has adopted an ordinance to indicate that. Bellevue is also a smart city and is trying to move all of its\xa0...', 'Feb 3, 2022 ... affordable housing implementation, park facilities and plan analysis, smart city strategy, neighborhood planning, and other functional plan.', 'Oct 19, 2020 ... Smart City Strategy. Environmental Stewardship. Bellevue: Great Places. Where You Want to Be. Grand Connection – Early. Implementation.', 'Aug 7, 2015 ... New technology offers new opportunities to bring high speed. Internet access to more of the city. A “Smart City” strategy seeks to include high\xa0...', 'Jun 4, 2014 ... and natural open space” and a “smart city with a clean, high-quality environment.” Leaving the South Bellevue station, the train continues.', '#10- Bring a Smart City strategy to the Council for consideration. PW-R-156. ITS Master Plan Implementation Program. (2yr – 2022 and 2023).', 'Nov 2, 2020 ... This includes internet and other digital infrastructure as outlined in the Bellevue Smart City Plan. The City should continue all ongoing e\xa0...', 'Dec 14, 2020 ... Smart Bellevue. 2015-2017 Georgetown. University Energy Prize ... Developed the Smart Mobility Plan to leverage Smart City.']",1,1,"Numerous examples of smartcity applications, including ongoing discussions."
G53005280,4,"['Magellan Advisors Stillwater Feasibility Study', 'Untitled', 'Broadband Contract Magellan Advisors LLC', 'Carbon Free City Handbook']","['https://cob.org/wp-content/uploads/Magellan-Advisors.pdf', 'https://www.cob.org/gov/dept/hearing/Lists/cases/Attachments/968/Decision%20207%20Kentucky%20Street.pdf', 'https://cob.org/wp-content/uploads/Broadband_Contract_MAGELLAN-ADVISORS-LLC.pdf', 'https://cob.org/wp-content/uploads/the-Carbon-Free-City-Handbook-1.0.pdf']","['Apr 30, 2018 ... Magellan provides leading broadband/telecommunications, smart city, information technology and security consulting services to public and\xa0...', 'Nov 15, 2017 ... Brian Smart, City of Bellingham Planner II. 4. Will Rice, V.P. Agency Director, Catholic Community Services.', 'Sep 30, 2021 ... that want to develop effective broadband and Smart City strategies that are unique to their communities and are based on real-world and\xa0...', ""with smart city technologies, we're able to unlock much deeper energy and carbon savings while also opening opportunities that make our city safer,\xa0...""]",1,1,Active investments in smartcity tech
G53035940,5,"['Doing Business with the City – City of Kirkland', 'Staff Memo Template', 'Kirkland 2044 Comprehensive Plan Update – City of Kirkland', 'Council Packet 01022018', '2044 Comprehensive Plan Update 4_28_22 PC Packet web ...']","['https://www.kirklandwa.gov/Government/Departments/Finance-and-Administration/Purchasing-Services/Doing-Business-with-the-City', 'https://www.kirklandwa.gov/files/sharedassets/public/boards-and-commissions/transportation-commission/2022/06_july-27-meeting/k2044-comprehensive-plan-and-transportation-master-plan-update-for-2022-2024.pdf', 'https://www.kirklandwa.gov/Government/Departments/Planning-and-Building/Code-and-Plan-Amendment-Projects/Kirkland-2044-Comprehensive-Plan-Update', 'https://www.kirklandwa.gov/files/sharedassets/public/city-council/agenda-documents/2018/jan-2-2018/14b1_reports.pdf', 'https://www.kirklandwa.gov/files/sharedassets/public/planning-amp-building/planning-commission/2044-comprehensive-plan-update-4_28_22-pc-packet-web-cam22-00023.pdf']","['Project Notice: Smart City Master Plan Consulting Services(PDF, 69KB) Job Number: 25-22-PB Issue Date: April 18, 2022. Proposals Due: May 18, 2022 no later\xa0...', 'Jul 21, 2022 ... System and Accessibility, Resiliency, and Smart City Initiatives. These themes and a summary of the key objectives and tasks we hope to\xa0...', '... Smart City Initiatives- develop a Smart City Master Plan (SCMP) to guide advancements in innovation, technology, and resilience in six areas:\xa0...', 'Jan 2, 2018 ... Smart City initiatives and technology investments. • “Council Potpourri” - Facilitated discussion to identify other Council policy topics.', 'Apr 28, 2022 ... first Smart City Master Plan (SCMP) in partnership with all city departments. Led by the Resilience and Technology Officer, the SCMP will\xa0...']",1,1,active investments in smartcity tech
G53037900,2,"['News Flash • Lake Stevens, WA • CivicEngage', 'Lake Stevens, WA - Official Website | Official Website']","['https://www.lakestevenswa.gov/CivicAlerts.aspx?AID=633', 'https://www.lakestevenswa.gov/']","['19 hours ago ... The Smart Cities Connect Conference and Expo offers the most comprehensive conference, exposition, and accelerator of smart city innovation\xa0...', ""click on image to view the City's 2021 Smart City recipient video Opens in new window · click here to learn more about the Transportation Benefit District\xa0...""]",1,1,Participating in smartcity challenge
G53044725,1,['Fire | City of Bellevue'],['https://www.medina-wa.gov/fireprotection'],['7 days ago ... About · Doing Business with IT · IT Strategy · Services · Smart City · Parks & Community Services · Parks and Trails · Sports and Athletics\xa0...'],1,0,Fire department use
G53046685,1,"['Appendix C - Public Process | Monroe, WA']",['http://www.monroewa.gov/DocumentCenter/View/3681/Appendix-C---Public-Process'],"['Growing smart – Monroe style. ▫ A complete regional retail center. ▫ A walkable, accessible, and. ▫ An interconnected community.']",1,0,Offhand mention
G53047735,1,['MAGAZINE'],['https://mukilteowa.gov/wp-content/uploads/2015/08/Mukilteo_Magazine_FallWinter_073115.pdf'],"['The key areas of a smart city are: buildings, energy, telecommunications, payments, trans- portation, human services, infrastructure including surface.']",1,0,Magazine (adds)
G53049415,1,['Community with Vision'],['https://normandyparkwa.gov/wp-content/uploads/2019-Fall-NPCSM.pdf'],['Maybe bury utilities and provide smart city capabilities? More sidewalks (some heated) and regional trail connections? A city-owned.'],1,0,Single mention of smartcity
G53057535,7,"['Overview | Redmond, WA', 'Environmental Review (SEPA) | Redmond, WA', 'SEPA Scoping Document | Redmond Gov.', 'AM No. 18-171 MEMO TO: Members of the City Council FROM ...', 'Economic Vitality Element Policies Draft 1.0 Sustainable and ...', 'City Council | Redmond, WA', 'Adopted Budget-2021-2022-Cover']","['https://www.redmond.gov/1423/Overview', 'https://www.redmond.gov/1477/SEPA-Scoping', 'https://www.redmond.gov/DocumentCenter/View/15458/2020_11-04---SEPA---Scoping-Document-PDF', 'https://www.redmond.gov/DocumentCenter/View/10397', 'https://www.redmond.gov/DocumentCenter/View/21711', 'https://www.redmond.gov/189/City-Council', 'https://www.redmond.gov/DocumentCenter/View/17429/6-Budget-by-Priorities-PDF']","['Fostering a ”Smart City” will streamline data acquisition, analysis, and services, which will in turn reduce costs and improve service.', 'City desires to create a plan reflecting economic resiliency, equity & inclusion, technology forward (“Smart City”), and sustainability.', 'inclusion, technology forward (""smart city""), and sustainability. The Redmond 2050 Plan will address future growth and development consistent with the\xa0...', 'Nov 6, 2018 ... to pursue future opportunities that would include Smart City initiatives, public/private partnerships for adding fiber into the conduit,\xa0...', ""EV-16 Implement and promote smart-city technological initiatives that enhance the city's economic vitality goals. Encourage other service providers to do\xa0..."", 'She has also worked at Microsoft on smart city and healthcare technology that helps make communities healthier, safer, and more sustainable.', 'Partner with the Public Works and Planning departments to drive a Smart City strategy; and. • Implement a standard approach to program,\xa0...']",1,1,Active investments in smartcity tech
G53063000,12,"['Smart City and Community Innovation - Community Technology ...', 'Executive Order 2016-01: Directing departments to comply with the ...', 'Employee Directory 2021-07.xlsx', 'Meet the Board - Community Technology Advisory Board | seattle.gov', 'RSS News Feeds and Podcasting - Community Technology ...', 'City of Seattle - 2018 OPEN DATA PLAN', 'A Plan for Facilitating Equitable Access to Wireless Broadband ...', 'Cyber Attack and disruption | City of Seattle', 'City of Seattle Privacy Program', 'Seattle Information Technology Department Department Overview', 'City of Seattle Open Data Risk Assessment', 'Seattle Wayfinding Digital Strategy']","['https://www.seattle.gov/community-technology-advisory-board/what-we-do/committees/smart-city-and-community-innovations', 'http://www.seattle.gov/documents/Departments/Tech/OpenData/EO_2016-01_Open_Data.pdf', 'https://www.seattle.gov/documents/Departments/EmployeeDirectory2021-07.pdf', 'https://www.seattle.gov/community-technology-advisory-board/meet-the-board', 'https://www.seattle.gov/community-technology-advisory-board/technology/rss-news-feeds-and-podcasting', 'https://www.seattle.gov/Documents/Departments/Tech/OpenData/City_of_Seattle_2018_Open_Data_Plan.pdf', 'http://www.seattle.gov/documents/departments/broadband/facilitatingequitableaccesstowirelessbroadbandservicesinseattlectcreport2017.pdf', 'https://www.seattle.gov/documents/Departments/Emergency/PlansOEM/SHIVA/SHIVAv7.0-Cyber.pdf', 'https://www.seattle.gov/Documents/Departments/Tech/Privacy/2019%20Privacy%20Program%20Annual%20Report.pdf', 'https://www.seattle.gov/Documents/Departments/FinanceDepartment/20proposedbudget/ITD.pdf', 'https://www.seattle.gov/Documents/Departments/SeattleIT/DigitalEngagement/OpenData/FPF-Open-Data-Risk-Assessment-for-City-of-Seattle.pdf', 'http://www.seattle.gov/documents/Departments/SDOT/UrbanDesignProgram/PedestrianWayfindingProgram/Seamless%20Seattle%20Digital%20Strategy%20190628.pdf']","[""The City of Seattle Community Technology Advisory Board's Smart City & Community Innovation Committee seeks to support the emerging work stemming from\xa0..."", 'WHEREAS, the City of Seattle strives to be a ""Smart City"" that engages its public in identifying and creating data-driven solutions to improve life in our\xa0...', 'doug.smart@seattle.gov. Smith. Jacqueline. City Light. 206-684-0319 jackie.smith@seattle.gov. Smith. Nathaniel. City Light. 206-386-1637.', 'Digital Equity · Smart City and Community Innovations · Privacy and Cybersecurity · Broadband & Cable · Meetings, Agendas & Minutes · Get Involved\xa0...', 'Digital Equity · Smart City and Community Innovations · Privacy and Cybersecurity · Broadband & Cable · Meetings, Agendas & Minutes · Get Involved\xa0...', 'of “close to real-time” data availability using data from our various smart city technologies already deployed in the field. 2018 OPEN DATA PLAN.', 'Feb 28, 2017 ... the delivery of smart city services; and 3) leveraging wireless communications infrastructure and services to enable the City to deliver its\xa0...', 'The City of Seattle began working on “smart city” initiatives in 2015. The initiatives focus on implementing new digital technology to improve city\xa0...', 'Sep 23, 2019 ... applications to mobile device authentication to a variety of Smart City sensor technologies. Despite limitations to protect civil rights,\xa0...', ""This item transfers the Smart City Coordinator position to Seattle IT's Governance and Strategic Initiatives project. Originally this position was conceived\xa0..."", 'Jan 13, 2018 ... Recent advances in smart city technologies, re-identification science, data marketplaces, and big data analytics have enhanced re-identification\xa0...', 'Support Smart City efforts. Open Data programs. Seattle, King County, Sound Transit and King County. Metro all run Open Data programs with similar goals.']",1,1,Innovative use of municipal data
