GISJOIN,link
G12071000,"['https://www.tampagov.net/tcc/services-and-ordering', 'http://tampagov.net/tcc/amenities', 'https://www.tampagov.net/tcc/documents-and-forms']"
G12076600,"['https://www.wpb.org/Home/Components/News/News/2888/16', 'https://www.wpb.org/Home/Components/News/News/2588/16', 'https://www.wpb.org/government/communications/news-test']"
G12078275,"['https://www.mywinterhaven.com/government/city-departments/city-clerk/committees-and-boards/', 'https://www.mywinterhaven.com/city/press-releases-city/the-city-of-winter-haven-launches-an-innovation-program/', 'https://www.mywinterhaven.com/city/press-releases-city/coast-autonomous-announces-collaboration-with-the-city-of-winter-haven-florida-to-explore-deployment-of-autonomous-transportation-solutions/', 'https://www.mywinterhaven.com/wp-content/uploads/CRA-Annual-Report-2020-2021-Brochure-FINAL.pdf', 'https://www.mywinterhaven.com/wp-content/uploads/Final-GFOA-Budget-Book-FY-2022.pdf']"
G12078300,"['https://cityofwinterpark.org/docs/government/ordinances-resolutions/ORD3210-21.pdf?ver=1631404800052', 'https://cityofwinterpark.org/government/meetings/', 'https://cityofwinterpark.org/departments/administration/procurement/active-solicitations/', 'https://cityofwinterpark.org/government/city-commission/meetings/', 'https://cityofwinterpark.org/government/ordinances-resolutions/previous-ordinances/']"
G13004000,"['https://www.atlantaga.gov/Home/Components/News/News/14187/672?backlist=%2F', 'https://www.atlantaga.gov/government/departments/city-planning/ordinances-and-regulations', 'https://www.atlantaga.gov/Home/Components/News/News/14121/672', 'https://www.atlantaga.gov/home/showpublisheddocument?id=48091', 'https://www.atlantaga.gov/Home/ShowDocument?id=27687', 'https://www.atlantaga.gov/government/departments/atlanta-cio-advisory-board']"
G13010944,['https://www.brookhavenga.gov/sites/default/files/fileattachments/community_development/page/16880/brookhaven_buford_highway_lci_combined.pdf']
G13017776,['https://www.collegeparkga.com/UserFiles/Servers/Server_11492833/File/Departments/Information%20Technology/Update-%20IT%20Newsletter%20Winter%202022.pdf']
G13025720,['https://www.eastpointcity.org/wp-content/uploads/2022/01/Strategic-Plan-2020.pdf']
G13046860,['https://lithoniacity.org/Assets/Files/Authorities%20and%20Boards/Visionmeeting.pdf']
G13049008,"['https://www.maconbibb.us/smartneighborhoodsmbc/', 'https://www.maconbibb.us/smartertogethermbc/', 'https://www.maconbibb.us/smartneighborhoodsmbc-kiosk-models/', 'https://www.maconbibb.us/2018excaliburawards/', 'https://www.maconbibb.us/freewifidowntown/']"
G13049756,"['https://www.mariettaga.gov/DocumentCenter/View/11322/2019-Annual-Report', 'https://www.mariettaga.gov/CivicAlerts.aspx?AID=2423', 'https://www.mariettaga.gov/CivicAlerts.aspx?AID=2560', 'https://www.mariettaga.gov/CivicAlerts.aspx?AID=897']"
G13055776,"['https://www.norcrossga.net/2022/Professional-Business-Services', 'https://www.norcrossga.net/DocumentCenter/View/6292/FY-23-budget-message', 'https://www.norcrossga.net/DocumentCenter/View/3785', 'https://www.norcrossga.net/DocumentCenter/View/2957/']"
G13059735,"['https://www.peachtreecornersga.gov/278/Curiosity-Lab-at-Peachtree-Corners', 'https://www.peachtreecornersga.gov/Jobs.aspx?UniqueId=98&From=All&CommunityJobs=False&JobID=Executive-Assistant-5', 'https://www.peachtreecornersga.gov/262/Welcome-to-Peachtree-Corners', 'https://www.peachtreecornersga.gov/directory.aspx?eid=6', 'https://www.peachtreecornersga.gov/DocumentCenter/View/2244', 'https://www.peachtreecornersga.gov/267/Economic-Development']"
G13065464,['https://www.riverdalega.gov/DocumentCenter/View/4006/IT-INFRASTRUCTURE-UPGRADE---RFP-Revised']
G13072122,"['https://www.cityofsouthfultonga.gov/2537/Information-Technology', 'https://www.cityofsouthfultonga.gov/DocumentCenter/View/2892/NEWS-RELEASE---South-Fulton-Turning-to-Smart-Energy-with-Solar-Partnership', 'https://www.cityofsouthfultonga.gov/DocumentCenter/View/3859/Resilient-South-Fulton-Propose-FY21-Budget-v2', 'https://www.cityofsouthfultonga.gov/DocumentCenter/View/2421/COSF-strategic-plan-120419', 'https://www.cityofsouthfultonga.gov/DocumentCenter/View/1608/Draft-City-of-South-Fulton-Strategic-Plan']"
G13078800,['https://www.valdostacity.com/news/valdosta-project-selected-finalist-world-smart-cities-awards']
G13084176,"['https://www.woodstockga.gov/your_government/departments/community_development/long_range_planning.php', 'https://www.woodstockga.gov/news_detail_T15_R26.php']"
G16014680,"['https://cityofchubbuck.us/development-authority/', 'https://cityofchubbuck.us/wp-content/uploads/2018/01/2002-Comprehensive-Plan.compressed.pdf']"
G16048790,['https://www.mccall.id.us/media/ISYSTEMS/RAPID%20Broadband%20Master%20Plan.pdf']
G17003012,"['https://www.aurora-il.org/2075/Smart-Kiosks', 'https://www.aurora-il.org/796/Information-Technology', 'https://www.aurora-il.org/DocumentCenter/View/6475/Small-Business-Kit-ENGLISH', 'https://www.aurora-il.org/2163/2020-Exhibits', 'https://www.aurora-il.org/DocumentCenter/View/8316/Budget-2021']"
G17014000,"['https://www.chicago.gov/city/en/progs/env/smart-grid-for-a-smart-chicago.html', 'https://www.chicago.gov/city/en/depts/bacp/supp_info/ridesmartchicago.html', 'https://www.chicago.gov/content/dam/city/depts/bacp/publicvehicleinfo/ridesmartchicago/whileinthevehiclebuckleup.pdf', 'https://www.chicago.gov/city/en/sites/2022-budget-engagement/home/community-roundtables.html', 'https://www.chicago.gov/city/en/depts/bacp/provdrs/vehic/svcs/ridesmartchicago.html', 'https://www.chicago.gov/content/dam/city/depts/ethics/general/Disc-REQ/2017/8/RheeJ-092717-proc-REQ.pdf', 'https://www.chicago.gov/city/en/depts/bacp/supp_info/chicabs.html', 'https://www.chicago.gov/city/en/depts/mayor/press_room/press_releases/2018/march/TechInnovationAward.html', 'https://www.chicago.gov/city/en/progs/municipal_marketing.html', 'https://www.chicago.gov/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/RFAI_Request_for_Clarifications_06152018.pdf', 'https://www.chicago.gov/city/en/progs/env/retrofit-chicago-faqs.html', 'https://www.chicago.gov/content/dam/city/depts/mayor/PDFs/21755_37_AF_MobilityReport.pdf', 'https://www.chicago.gov/content/dam/city/depts/bacp/publicvehicleinfo/Chicabs/chicagotaxiplacard20200629.pdf', 'https://www.chicago.gov/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/RFI/MM_RFI_SubmissionList_08312017.pdf', 'https://www.chicago.gov/city/en/depts/mayor/press_room/press_releases/2019/august/ImprovedAllocationPlanHousing.html', 'https://www.chicago.gov/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/RFI/Municipal_Marketing_RFI.pdf', 'https://www.chicago.gov/city/en/progs/env/retrofit_chicagoresidentialsinglefamily.html', 'https://www.chicago.gov/city/en/depts/bacp/provdrs/vehic/supp_info.html', 'https://www.chicago.gov/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/ClarifyingQuestions71417.pdf', 'https://www.chicago.gov/city/en/depts/mayor/press_room/press_releases/2017/november/ChicagoRiverwalkULI.html', 'https://www.chicago.gov/city/en/depts/bacp/supp_info.html', 'https://www.chicago.gov/city/en/depts/mayor/press_room/press_releases/2013/june_2013/mayor_emanuel_announcescitytomake18000jobopportunitiesavailablef.html', 'https://www.chicago.gov/city/en/depts/mayor/press_room/press_releases/2018/september/HEREHeadquarters.html', 'https://www.chicago.gov/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/RFI_Street_Funiture_Draft_12_3_2021_PDF.pdf', 'https://www.chicago.gov/city/en/depts/mayor/press_room/press_releases/2012/february_2012/code_for_americainnovationteamarrivesinchicagotodevelopnewopen31.html', 'https://www.chicago.gov/dam/city/depts/dps/ContractAdministration/Specs/2013/Spec119440.docx', 'https://www.chicago.gov/city/en/depts/oem/provdrs/emerg_mang/news/2019/june/oemc-reminds-fans-and-residents-of-traffic-impacts-and-security-.html', 'https://www.chicago.gov/content/dam/city/progs/recovery_and_reinvestment/stimulusreports/RecoveryPartnership12monthupdate.pdf', 'https://www.chicago.gov/city/en/depts/mayor/press_room/press_releases/2017/may/BlackstoneEntrepreneurship.html', 'https://www.chicago.gov/content/dam/city/depts/cdph/food_env/general/West_Nile_Virus/WNV_2018databrief_FINALJan102019.pdf', 'https://www.chicago.gov/city/en/depts/dgs/supp_info/dei_reports.html', 'https://www.chicago.gov/content/dam/city/progs/recovery_and_reinvestment/stimulusreports/RecoveryPartnershipFinalReportNov2010.pdf', 'https://www.chicago.gov/content/dam/city/depts/bacp/publicvehicleinfo/medallionowners/publicvehiclelicensingguide20200127.pdf', 'https://www.chicago.gov/content/dam/city/depts/cdph/CDPH/HCUpdateAug2015.pdf', 'https://www.chicago.gov/content/dam/city/depts/cdph/statistics_and_reports/HPV%20Data%20Brief.pdf', 'https://www.chicago.gov/city/en/depts/cdph/provdrs/health_data_and_reports.html', 'https://www.chicago.gov/content/dam/city/sites/2022-budget/engagement-reports/2022-Budget-Community-Engagement-Report.pdf', 'https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2015Budget/Budget_Hearing_Statements_MBE_WBE_Org/091_Statement_MBE_WBE_Org_2015.pdf', 'https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2016Budget/BudgetHearingStatements/2016_Library_Statement_merge.pdf', 'https://www.chicago.gov/content/dam/city/depts/cdph/CDPH/HealthyChicagoAnnualReport2013.pdf', 'https://www.chicago.gov/content/dam/city/narr/Transition%20Reports/Library.pdf', 'https://www.chicago.gov/content/dam/city/depts/cdph/CDPH/HC2_Action_Teams.pdf', 'https://www.chicago.gov/dam/city/depts/mayor/supp_info/chicago_2011_transition_report.pdf', 'https://www.chicago.gov/dam/city/depts/cdot/CCGT/CCGTSummer2012ProgramSequentialPages.pdf', 'https://www.chicago.gov/content/dam/city/depts/cdph/tobacco_alchohol_and_drug_abuse/2016ChicagoOpioidReport.pdf', 'https://www.chicago.gov/content/dam/city/depts/cdph/CDPH/PublicHlthAgenda2011.pdf', 'https://www.chicago.gov/content/dam/city/progs/env/SCYear2Report.pdf']"
G17023256,['https://www.elkgrove.org/home/showpublisheddocument/12192/637273974712470000']
G17024582,['https://www.cityofevanston.org/government/departments/administrative-services/information-technology']
G17031165,['https://grayville-il.gov/community/']
G17034670,"['https://www.highlandil.gov/economic_development/telecommunications_.php', 'https://www.highlandil.gov/departments/technology_and_innovation/our_story.php']"
G17038830,['https://www.villageofjustice.org/projects_in_the_works/index.php']
G17051622,['https://www.naperville.il.us/contentassets/d717e29f099e40ae8693cdc7cc21ffa7/naperville-outreach-community-workshop-1.pdf']
G17052584,"['https://www.newlenox.net/metra', 'https://www.newlenox.net/docview.aspx?docid=48247']"
G17053234,"['http://www.normal.org/1065/Innovation-and-Technology', 'https://www.normal.org/CivicAlerts.aspx?AID=2408', 'http://www.normal.org/CivicAlerts.aspx?AID=2403', 'https://www.normal.org/DocumentCenter/View/15935/Normal-Strategic-Plan', 'https://www.normal.org/1606/Vasudha-Gadhiraju--Innovation-and-Techno', 'https://www.normal.org/1499/BN-Vitals', 'https://www.normal.org/1496/McLean-County-Regional-Planning-Commissi', 'https://www.normal.org/1466/2040-Comprehensive-Plan', 'https://www.normal.org/1006/Community-Investment-Plan', 'https://www.normal.org/DocumentCenter/View/10405/Constitution-Trail-Chronology-PDF']"
G17054885,"['https://www.oak-park.us/sites/default/files/456678891/2015-03-09-pecan-street-smart-city-presentation-small.pdf', 'https://www.oak-park.us/newsletters/october-2014/smart-grid-project-moves-closer-toward-implementation', 'https://www.oak-park.us/sites/default/files/meeting-resources/2014-03-11-environment-energy-commission-minutes.pdf', 'https://www.oak-park.us/newsletters/september-2014/solar-panel-program-may-offer-savings', 'https://www.oak-park.us/events/solar-panel-purchasing-program', 'https://www.oak-park.us/sites/default/files/village-board-agendas/2012-minutes/10.15.12_regular_meeting_minutes.pdf', 'https://www.oak-park.us/support-documents', 'https://www.oak-park.us/sites/default/files/meeting-resources/2013-05-09-historic-preservation-minutes.pdf']"
G17059000,"['http://www.peoriagov.org/innovation-team-our-work/', 'http://www.peoriagov.org/mayors-office/']"
G17064304,['https://www.vrf.us/news/item/589']
G17072000,"['https://www.springfield.il.us/Departments/OBM/PurchasingPDFHandler.ashx?imgid=r508', 'https://www.springfield.il.us/Government/FY2023/FY2023CWLPPresentation.pdf', 'https://www.springfield.il.us/Docs/HarvardFellowship0921.pdf']"
G18005860,"['https://bloomington.in.gov/sites/default/files/2018-04/Final%20Council%20Amended%20CMP%20%20Web%202.pdf', 'https://bloomington.in.gov/sites/default/files/2021-08/Monday%20Combined%20FY2022%20Budget%20Slides.pdf']"
G18023278,"['https://www.fishers.in.us/DocumentCenter/View/25679/2021-City-of-Fishers-Budget-Book', 'https://www.fishers.in.us/DocumentCenter/View/21487/2020-Fishers-IN-Budget-Book', 'https://www.fishers.in.us/Blog.asp?IID=14', 'https://www.fishers.in.us/Blog.aspx?tag=Economic%20Development', 'https://www.fishers.in.us/Blog.asp?IID=64', 'https://www.fishers.in.us/DocumentCenter/View/21188/Arts--Culture-Master-Plan-2019-Adopted']"
G18035302,['https://www.huntington.in.us/egov/apps/document/center.egov?view=item&id=1988']
G18040788,['https://www.lafayette.in.gov/AgendaCenter/ViewFile/Item/9766?fileID=22823']
G18045648,['https://www.mccordsville.org/egov/documents/1537548337_23178.pdf']
G18082700,['https://www.westfield.in.gov/egov/apps/document/center.egov?view=item&id=4226']
G18082862,['https://www.westlafayette.in.gov/egov/apps/document/center.egov?view=item&id=10240']
G19001855,"['https://www.cityofames.org/living/rent-smart-ames', 'https://www.cityofames.org/home/showpublisheddocument/61672/637560006872330000', 'https://www.cityofames.org/living/rent-smart-ames/tenants/rights-and-responsibilities', 'https://www.cityofames.org/living/rent-smart-ames/landlords', 'https://www.cityofames.org/living/rent-smart-ames/tenants/beginning-your-search', 'https://www.cityofames.org/government/departments-divisions-a-h/electric/smart-energy/solar-energy/sunsmart-ames-first-community-solar-farm', 'https://www.cityofames.org/living/rent-smart-ames/tenants/during-your-tenancy/party-planning', 'https://www.cityofames.org/living/rent-smart-ames/tenants/during-your-tenancy/housing', 'https://www.cityofames.org/living/rent-smart-ames/conflict-resolution', 'https://www.cityofames.org/living/rent-smart-ames/resources', 'https://www.cityofames.org/living/rent-smart-ames/tenants', 'https://www.cityofames.org/living/rent-smart-ames/tenants/during-your-tenancy/noise-ordinance', 'https://www.cityofames.org/living/rent-smart-ames/tenants/during-your-tenancy/parking', 'https://www.cityofames.org/living/rent-smart-ames/resources/sample-forms', 'https://www.cityofames.org/living/rent-smart-ames/tenants/during-your-tenancy', 'https://www.cityofames.org/SmartBusinessChallenge', 'https://www.cityofames.org/living/rent-smart-ames/tenants/during-your-tenancy/property-maintenance', 'https://www.cityofames.org/living/rent-smart-ames/tenants/during-your-tenancy/cyride-transportation', 'https://www.cityofames.org/living/rent-smart-ames/landlords/during-a-tenancy', 'https://www.cityofames.org/living/rent-smart-ames/tenants/moving-in', 'https://www.cityofames.org/living/rent-smart-ames/tenants/moving-out', 'https://www.cityofames.org/living/rent-smart-ames/tenants/signing-a-lease', 'https://www.cityofames.org/drivesmart', 'https://www.cityofames.org/government/departments-divisions-a-h/city-manager-s-office/staff-contacts-and-address', 'https://www.cityofames.org/government/departments-divisions-i-z/resource-recovery-system', 'https://www.cityofames.org/government/departments-divisions-i-z/inspections/rental-housing/tenants', 'https://www.cityofames.org/government/departments-divisions-i-z/police/parking', 'https://www.cityofames.org/ParkSMART', 'https://www.cityofames.org/government/departments-divisions-i-z', 'https://www.cityofames.org/living/rent-smart-ames/tenants/roommates', 'https://www.cityofames.org/Home/Components/News/News/6916/2106', 'https://www.cityofames.org/Home/Components/News/News/6914/2106', 'https://www.cityofames.org/Home/Components/News/News/6912/2106', 'https://www.cityofames.org/Home/Components/News/News/6904/2106', 'https://www.cityofames.org/Home/Components/News/News/6922/2106', 'https://www.cityofames.org/Home/Components/News/News/6932/43', 'https://www.cityofames.org/Home/Components/FacilityDirectory/FacilityDirectory/30/1070', 'https://www.cityofames.org/Home/Components/News/News/6906/2106', 'https://www.cityofames.org/Home/Components/News/News/6886/2106', 'https://www.cityofames.org/government/departments-divisions-i-z/parks-recreation/parks-and-recreation-commission-contact-meeting-information/parks-and-recreation-commission-documents', 'https://www.cityofames.org/government/departments-divisions-i-z/parks-recreation/parks-and-recreation-commission-contact-meeting-information/parks-and-recreation-commission-documents', 'https://www.cityofames.org/Home/Components/Calendar/Event/10183/31', 'https://www.cityofames.org/Home/Components/FacilityDirectory/FacilityDirectory/22/1070', 'https://www.cityofames.org/Home/Components/News/News/6910/2106', 'https://www.cityofames.org/government/departments-divisions-i-z/public-works/ames-municipal-airport-renaming-feedback', 'https://www.cityofames.org/living/street-n-greet-block-party-trailer/reservation-form', 'https://www.cityofames.org/Home/Components/News/News/6930/2106', 'https://www.cityofames.org/government/departments-divisions-i-z/utilities-and-parking-tickets/municipal-utilities-online-customer-service/businesses-landlords', 'https://www.cityofames.org/Home/Components/News/News/6926/43', 'https://www.cityofames.org/Home/Components/News/News/6920/2106', 'https://www.cityofames.org/Home/Components/FacilityDirectory/FacilityDirectory/18/1070', 'https://www.cityofames.org/Home/Components/News/News/6930/43', 'https://www.cityofames.org/Home/Components/FacilityDirectory/FacilityDirectory/38/503?npage=2', 'https://www.cityofames.org/government/departments-divisions-i-z/parks-recreation/park-system/big-bluestem-shelter-photo-album', 'https://www.cityofames.org/i-want-to/pay-for', 'https://www.cityofames.org/government/departments-divisions-a-h/city-clerk/boards-commissions/campus-and-community-commission/ccc-previous-meeting-information/campus-and-community-commission-2018-meeting-information', 'https://www.cityofames.org/Home/Components/News/News/6877/', 'https://www.cityofames.org/Home/Components/StaffDirectory/StaffDirectory/1000/50?seldept=13', 'https://www.cityofames.org/Home/Components/FacilityDirectory/FacilityDirectory/10/1070', 'https://www.cityofames.org/Home/Components/FacilityDirectory/FacilityDirectory/116/471', 'https://www.cityofames.org/Home/Components/News/News/6859/2106', 'https://www.cityofames.org/government/departments-divisions-a-h/electric/smart-business-challenge/smart-business-challenge-team', 'https://www.cityofames.org/MunicipalCode', 'https://www.cityofames.org/government/departments-divisions-i-z/resource-recovery-system/recipes-for-alternative-cleaning-solutions', 'https://www.cityofames.org/government/departments-divisions-i-z/police/ames-police-department-scam-reporting-form', 'https://www.cityofames.org/Home/Components/News/News/6875/43', 'https://www.cityofames.org/Home/Components/Calendar/Event/10195/31', 'https://www.cityofames.org/government/mayor-and-city-council/city-council-goals', 'https://www.cityofames.org/government/departments-divisions-a-h/city-clerk/boards-commissions/conference-board/2021-conference-board-special-meetings-agendas-and-minutes', 'https://www.cityofames.org/Home/Components/Calendar/Event/10175/31', 'https://www.cityofames.org/Home/Components/Calendar/Event/10175/31', 'https://www.cityofames.org/Home/Components/Calendar/Event/10191/31', 'https://www.cityofames.org/government/departments-divisions-i-z/parks-recreation/contact-us/parks-and-recreation-staff/-alpha-R', 'https://www.cityofames.org/Home/Components/Calendar/Event/9978/31?backlist=%2Fgovernment%2Fdepartments-divisions-a-h%2Ffire', 'https://www.cityofames.org/government/departments-divisions-i-z/planning/firm-index-maps', 'https://www.cityofames.org/Home/Components/FacilityDirectory/FacilityDirectory/34/503', 'https://www.cityofames.org/Home/Components/FacilityDirectory/FacilityDirectory/44/503?npage=2', 'https://www.cityofames.org/government/departments-divisions-i-z/planning/planning-division-links-to-ames-municipal-code', 'https://www.cityofames.org/government/mayor-and-city-council/vision', 'https://www.cityofames.org/Home/Components/PhotoAlbum/PhotoAlbum/181/4047?npage=2', 'https://www.cityofames.org/Home/Components/PhotoAlbum/PhotoAlbum/181/4047?npage=2', 'https://www.cityofames.org/government/departments-divisions-i-z/police/bike-walk-drive-smart', 'https://www.cityofames.org/Home/Components/News/News/6888/43?backlist=%2Fgovernment%2Fdepartments-divisions-a-h%2Fcity-assessor', 'https://www.cityofames.org/Home/Components/FacilityDirectory/FacilityDirectory/122/1070', 'https://www.cityofames.org/government/departments-divisions-i-z/grand-avenue-intersections-study', 'https://www.cityofames.org/Home/Components/FacilityDirectory/FacilityDirectory/48/1070', 'https://www.cityofames.org/government/departments-divisions-i-z/legal/helpful-links', 'https://www.cityofames.org/Home/Components/StaffDirectory/StaffDirectory/817/50?npage=4&seldept=9&sortn=SPhone&sortd=asc', 'https://www.cityofames.org/Home/Components/Calendar/Event/10197/31', 'https://www.cityofames.org/Home/Components/FacilityDirectory/FacilityDirectory/86/503?npage=3', 'https://www.cityofames.org/government/aampo/tpwp', 'https://www.cityofames.org/Home/Components/StaffDirectory/StaffDirectory/550/578', 'https://www.cityofames.org/Home/Components/FacilityDirectory/FacilityDirectory/52/503?npage=2', 'https://www.cityofames.org/Home/Components/StaffDirectory/StaffDirectory/1004/578', 'https://www.cityofames.org/Home/Components/News/News/6875/2106', 'https://www.cityofames.org/Home/Components/News/News/5641/2106?arch=1', 'https://www.cityofames.org/Home/Components/StaffDirectory/StaffDirectory/526/578', 'https://www.cityofames.org/government/departments-divisions-i-z/utilities-and-parking-tickets/municipal-utilities-online-customer-service', 'https://www.cityofames.org/government/departments-divisions-a-h/finance', 'https://www.cityofames.org/government/departments-divisions-i-z/planning/historic-preservation/survey-of-historic-resources#!/']"
G19070140,['https://wp.stolaf.edu/ace/files/2015/11/AnchorInstitutionsTF_Literature_Review_2015_v_1.pdf']
G19082425,"['https://www.cityofwaterlooiowa.com/government/city_boards_and_commissions/telecommunications_board/broadband.php', 'https://www.cityofwaterlooiowa.com/government/city_boards_and_commissions/telecommunications_board/waterloo_fiber_project_municipal_communications_utility_.php', 'https://www.cityofwaterlooiowa.com/JF2021-26%20wpd%20strat%20planning%20FINAL.pdf']"
G19082695,['https://www.waukee.org/AgendaCenter/ViewFile/Item/8847?fileID=16807']
G19083595,"['https://westbranchiowa.org/sites/default/files/Minutes%2017_4_17.pdf', 'https://westbranchiowa.org/sites/default/files/17-05-01-CouncilPacketFinal.pdf']"
G20039350,['https://www.lenexa.com/government/departments___divisions/city_managers_office/community_visioning/vision_2040/explore_vision_2040/integrated_infrastructure_transportation']
G20052575,"['https://www.olatheks.org/Home/Components/News/News/1341/57', 'https://www.olatheks.org/services/performance-measures', 'https://www.olatheks.org/home/showpublisheddocument/15490/637171197877170000', 'https://www.olatheks.org/home/showdocument?id=13888']"
G20071000,['https://www.topeka.org/news/smart-city/']
G20079000,"['https://www.wichita.gov/SmartCities/Pages/default.aspx', 'https://www.wichita.gov/SmartCities/Documents/City%20Possible%20MoU.pdf', 'https://www.wichita.gov/IT/Pages/Awards.aspx', 'https://www.wichita.gov/HR/HRDocuments/51-694%20Exempt%20Salary%20Classification%20Ordinance%20(2022).pdf', 'https://www.wichita.gov/council/agendas/forms/allitems.aspx?Paged=TRUE&p_SortBehavior=0&p_Year=2019&p_FileLeafRef=2019%2D03%2D26%20Utilities%20Optimization%20Program%20Update%20presentation%2Epdf&p_ID=745&PageFirstRow=2551&&View={870686F1-959B-4159-B27C-6974C7EC179A}', 'https://www.wichita.gov/IT/ITDocuments/2019-2020%20Proposed%20Budget%20-%20IT.pdf', 'https://www.wichita.gov/Council/Agendas/2016-04-26%20IT%20Strategic%20Plan%20Hand%20Out.pdf']"
G21017848,"['https://www.covingtonky.gov/news/2018/05/30/wi-fi-to-bring-new-dimension-to-downtown-covington', 'https://www.covingtonky.gov/news/2022/04/07/covington-connect-wi-fi-project-wins-international-award', 'https://www.covingtonky.gov/news/2021/01/15/124-hotspots-expand-free-wi-fi-access']"
G21048006,"['https://louisvilleky.gov/government/civic-innovation-and-technology/smart-city', 'https://louisvilleky.gov/government/civic-innovation-and-technology/mobility', 'https://louisvilleky.gov/government/civic-innovation-and-technology/innovation-accomplishments', 'https://louisvilleky.gov/government/civic-innovation-and-technology/civic-innovation', 'https://louisvilleky.gov/government/civic-innovation-and-technology/accela', 'https://louisvilleky.gov/government/civic-innovation-and-technology/digital-inclusion', 'https://louisvilleky.gov/government/civic-innovation-and-technology/social-innovation', 'https://louisvilleky.gov/government/civic-innovation-and-technology/citizen-services', 'https://louisvilleky.gov/government/civic-innovation-and-technology', 'https://louisvilleky.gov/government/city/subscribe-follow-stay-informed', 'https://louisvilleky.gov/document/live-work-create-innovate2017pdf', 'https://louisvilleky.gov/government/performance-improvement/awards-and-news', 'https://louisvilleky.gov/government/civic-innovation-and-technology/louielab', 'https://louisvilleky.gov/government/civic-innovation-and-technology/contact-us', 'https://louisvilleky.gov/government/civic-innovation-and-technology/data-governance', 'https://louisvilleky.gov/government/civic-innovation-and-technology/open-data', 'https://louisvilleky.gov/government/civic-innovation-and-technology/data-officer', 'https://louisvilleky.gov/news/mayor-names-chris-seidt-citys-new-director-information-technology', 'https://louisvilleky.gov/government/civic-innovation-and-technology/awards', 'https://louisvilleky.gov/louisville-forward/document/westloustrategiesbooklet2020web2pdf', 'https://louisvilleky.gov/government/louisville-metro-badges', 'https://louisvilleky.gov/resilience-and-community-services/document/2022-23-rcs-strategic-plan']"
